Número Artículo,Cantidad Surtida,Cantidad Por Facturar,Id Docto Cargo,Folio Factura,Serie Factura,Tipo Documento,Estado Venta,Fecha,Descripción,Fecha Vencimiento,Usuario Alta,Observaciones,OCCliente,No. Docto. Venta
M226502Q,1.0000,0.0000,3619313,,,Salidas en Vale,Devuelta,24/02/2026 12:26:44,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,06/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,23/02/2026 COTIZACION YONATAN COBOS,,4580
M226502Q,1.0000,0.0000,3619826,3622217,110337ARLF,Salidas en Vale,Facturada,24/02/2026 21:21:55,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,17/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,03/02/2026    cotización Yonatan Cobos,,4581
M226502Q,2.0000,0.0000,3622372,3622378,110364ARLF,Salidas en Vale,Facturada,27/02/2026 14:50:33,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,15/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,28/01/2026 COTIZACIÓN MARIO RICO ,,4583
M226502Q,3.0000,0.0000,3622720,3622722,110372ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,27/02/2026 20:44:51,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,09/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,18/02/2026 COTIZACION  YONATAN COBOS,,4585
M226502Q,1.0000,0.0000,3622726,3622728,110376ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,27/02/2026 20:59:02,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,09/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,23/02/2026 COTIZACION YONATAN COBOS,,4586
M226502Q,1.0000,0.0000,3622736,,,Salidas en Vale,Devuelta,27/02/2026 21:43:53,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,20/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,26/02/2026 COTIZACION YONATAN COBOS,,4587
M226502Q,5.0000,0.0000,3622739,,,Salidas en Vale,Devuelta,27/02/2026 23:11:43,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,20/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,25/02/2026 COTIZACION YONATAN COBOS,,4588
M226502Q,2.0000,0.0000,3622841,,,Salidas en Vale,Devuelta,28/02/2026 10:04:44,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,20/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,24/02/2025 COTIZACION YONATAN COBOS,,4589
M226502Q,3.0000,2.0000,3625926,,,Salidas en Vale,Parcialmente Devuelta,04/03/2026 20:41:54,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,13/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,02/03/2026 RESCATE - MTTO TERMINAL - SAMUEL HDZ - YONATAN COBOS,,4598
M226502Q,3.0000,0.0000,3626569,,,Salidas en Vale,Devuelta,05/03/2026 15:15:43,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,20/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,04/03/2026  COTIZACION YONATAN COBOS  PASA A COBRO UN CORE SENSOR NOX,,4599
M226502Q,6.0000,0.0000,3626778,,,Salidas en Vale,Devuelta,05/03/2026 18:33:05,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,20/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,02/03/2026 COTIZACIÓN TEPEZALA - MARIO RICO,,4601
M226502Q,3.0000,0.0000,3627859,,,Salidas en Vale,Devuelta,07/03/2026 13:01:52,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,20/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,06/03/2026 COTIZACION YONATAN COBOS pasa a cobro un Core de sensor nox y una batería,,4604
M226502Q,3.0000,0.0000,3633747,,,Salidas en Vale,Devuelta,17/03/2026 21:39:20,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,27/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,14 Y 15/03/2026 COTIZACIÓN MARIO RICO,,4620
M226502Q,3.0000,0.0000,3636701,,,Salidas en Vale,Devuelta,21/03/2026 11:29:48,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,31/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,20/03/2026  cotización  Yonatan Cobos,,4632
M226502Q,2.0000,0.0000,3636954,,,Salidas en Vale,Devuelta,23/03/2026 09:58:01,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,12/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,24/02/2025 COTIZACION YONATAN COBOS,,4633
M226502Q,2.0000,0.0000,3636997,3637008,110905ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,23/03/2026 10:20:17,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,19/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,24/02/2025 COTIZACION YONATAN COBOS,4700409034,4634
M226502Q,1.0000,0.0000,3637090,,,Salidas en Vale,Devuelta,23/03/2026 11:08:24,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,02/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,26/02/2026 COTIZACION YONATAN COBOS,4700409583,4635
M226502Q,1.0000,0.0000,3637111,3637128,110908ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,23/03/2026 11:16:56,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,19/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,26/02/2026 COTIZACION YONATAN COBOS,4700409583,4636
M226502Q,5.0000,0.0000,3637509,,,Salidas en Vale,Devuelta,23/03/2026 15:21:01,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,02/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,25/02/2026 COTIZACION YONATAN COBOS,4700409384,4638
M226502Q,5.0000,0.0000,3637519,3637530,110924ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,23/03/2026 15:30:02,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,19/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,25/02/2026 COTIZACION YONATAN COBOS,4700409384,4639
M226502Q,1.0000,0.0000,3638058,,,Salidas en Vale,Devuelta,24/03/2026 11:24:29,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,24/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,,,4642
M226502Q,2.0000,0.0000,3639550,,,Salidas en Vale,Devuelta,25/03/2026 18:10:52,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,04/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,24/03/2026 COTIZACION YONATAN COBOS,1,4644
M226502Q,6.0000,0.0000,3639745,3639798,111024ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,26/03/2026 10:38:04,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,19/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,02/03/2026 COTIZACIÓN TEPEZALA - MARIO RICO,4700410784,4645
M226502Q,3.0000,0.0000,3639962,3640074,111037ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,26/03/2026 12:38:33,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,19/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,20/03/2026  cotización  Yonatan Cobos,4700415842,4647
M226502Q,3.0000,0.0000,3640782,3641871,111114ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,27/03/2026 11:28:12,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,19/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,14 Y 15/03/2026 COTIZACIÓN MARIO RICO,4700414915,4656
M226502Q,1.0000,0.0000,3641218,,,Salidas en Vale,Devuelta,27/03/2026 14:59:20,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,06/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,26/03/2026  COTIZACIÓN  YONATAN COBOS,1,4659
M226502Q,3.0000,0.0000,3641261,3641664,111107ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,27/03/2026 15:33:03,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,19/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,06/03/2026 COTIZACION YONATAN COBOS pasa a cobro un Core de sensor nox y una batería,,4661
M226502Q,4.0000,0.0000,3641865,,,Salidas en Vale,Devuelta,28/03/2026 13:33:08,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,07/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,27/03/2026 COTIZACIÓN MARIO RICO,1,4665
M226502Q,3.0000,0.0000,3641891,3642023,111117ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,28/03/2026 15:17:54,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,19/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,04/03/2026  COTIZACION YONATAN COBOS  PASA A COBRO UN CORE SENSOR NOX,4700412514,4666
M226502Q,1.0000,0.0000,3642737,3644006,111177ARLF,Salidas en Vale,Facturada,30/03/2026 16:22:18,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,09/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,26/03/2026  COTIZACIÓN  YONATAN COBOS,4700416751,4673
M226502Q,4.0000,0.0000,3642738,,,Salidas en Vale,Devuelta,30/03/2026 16:23:33,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,24/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,27/03/2026 COTIZACIÓN MARIO RICO,1,4674
M226502Q,2.0000,0.0000,3643482,3644011,111179ARLF,Salidas en Vale,Facturada,31/03/2026 13:51:02,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,10/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,24/03/2026 COTIZACION YONATAN COBOS,4700416167,4676
M226502Q,2.0000,0.0000,3645712,,,Salidas en Vale,Devuelta,06/04/2026 14:41:46,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,24/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,02/04/2026 COTIZACION  YONATAN COBOS,1,4684
M226502Q,9.0000,0.0000,3649313,,,Salidas en Vale,Devuelta,10/04/2026 13:01:01,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,30/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,09/04/2026  COTIZACION  YONATAN COBOS,1,4693
M226502Q,4.0000,0.0000,3656298,,,Salidas en Vale,Devuelta,21/04/2026 11:52:54,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,08/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,21/04/2026  cotización  yonatan cobos,1,4721
M226502Q,4.0000,0.0000,3658622,,,Salidas en Vale,Devuelta,23/04/2026 17:43:14,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,03/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,27/03/2026 COTIZACIÓN MARIO RICO,4700416961/ 4700416930,4727
M226502Q,4.0000,0.0000,3658698,3661112,111775ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,24/04/2026 09:41:18,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,04/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,27/03/2026 COTIZACIÓN MARIO RICO,4700416961,4728
M226502Q,3.0000,0.0000,3660126,,,Salidas en Vale,Devuelta,27/04/2026 09:39:07,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,07/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,25 Y 26/04/2026 COTIZACIÓN MARIO RICO,1,4734
M226502Q,1.0000,0.0000,3660714,,,Salidas en Vale,Devuelta,27/04/2026 22:54:55,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,07/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,23/03/2026 cotizacion yonatan cobos,01,4737
M226502Q,2.0000,0.0000,3661685,3661686,111820ARLF,Salidas en Vale,Facturada,28/04/2026 21:37:04,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,08/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,02/04/2026 COTIZACION  YONATAN COBOS,4700417996,4749
M226502Q,1.0000,0.0000,3662519,,,Salidas en Vale,Devuelta,29/04/2026 16:57:28,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,13/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,23/03/2026 cotizacion yonatan cobos,01,4760
M226502Q,9.0000,0.0000,3662666,3662668,111859ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,29/04/2026 20:50:56,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,09/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,09/04/2026  COTIZACION  YONATAN COBOS,4700419274,4761
M226502Q,3.0000,3.0000,3663438,,,Salidas en Vale,Impresa,30/04/2026 15:03:37,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,13/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,29/04/2026 COTIZACIÓN MARIO RICO PASA A COBRO CORE DE SENSOR NOX,1,4762
M226502Q,4.0000,4.0000,3665062,,,Salidas en Vale,Impresa,04/05/2026 16:22:53,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,14/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,30/04/2026  COTIZACION MARIO RICO,1,4769
M226502Q,4.0000,0.0000,3668078,3668079,112074ARLF,Salidas en Vale,Facturada,07/05/2026 23:18:24,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,17/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,21/04/2026  cotización  yonatan cobos,4700421185,4782
M226502Q,3.0000,0.0000,3668082,3668084,112076ARLF,Salidas en Vale,Facturada,07/05/2026 23:37:18,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,17/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,25 Y 26/04/2026 COTIZACIÓN MARIO RICO,4700422706,4784
M226502Q,2.0000,2.0000,3669938,,,Salidas en Vale,Impresa,11/05/2026 13:22:09,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,21/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,08/05/2026 COTIZACIÓN MARIO RICO PASA A COBRO CORE DE SENSOR NOX 5462439CP,1,4795
M226502Q,1.0000,1.0000,3670655,,,Salidas en Vale,Impresa,12/05/2026 11:06:50,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,22/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11/05/2026 COTIZACIÓN MARIO RICO,1,4797
M226502Q,1.0000,0.0000,3671254,3671326,112208ARLF,Salidas en Vale,Facturada,12/05/2026 16:51:50,ACEITE HIDRAULICO DEXRON ATF AUTOMATIC 946ML 1/4 de GALON,22/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,23/03/2026 cotizacion yonatan cobos,4700415905,4799
M50-1016-121113000,1.0000,0.0000,3624919,,,Salidas en Vale,Parcialmente Devuelta,03/03/2026 21:05:24,"MANGUERA P/UREA (DEF) DE BOMBA AL INYECTOR KW T680-T880, 3000mm",13/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,02/03/2026 MTTO - MATEHUALA - UNIDADES HOME DEPOT - SAMUEL HDZ - MARIO RICO,,4592
M50-1016-121113000,1.0000,0.0000,3624921,,,Salidas en Vale,Devuelta,03/03/2026 21:33:01,"MANGUERA P/UREA (DEF) DE BOMBA AL INYECTOR KW T680-T880, 3000mm",13/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,02/03/2026 RESCATE - MATEHUALA - JOSE GTZ REYES - T505 - YONATAN COBOS,,4594
M50-1016-121113000,1.0000,0.0000,3646796,,,Salidas en Vale,Devuelta,07/04/2026 15:22:32,"MANGUERA P/UREA (DEF) DE BOMBA AL INYECTOR KW T680-T880, 3000mm",08/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,06/04/2026  COTIZACION YONATAN COBOS,1,4686
M50-1016-121113000,1.0000,0.0000,3658113,,,Salidas en Vale,Devuelta,23/04/2026 11:30:01,"MANGUERA P/UREA (DEF) DE BOMBA AL INYECTOR KW T680-T880, 3000mm",03/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,22/04/2026  COTIZACION YOANATAN COBOS,1,4726
M50-1016-121113000,1.0000,0.0000,3661437,3661467,111798ARLF,Salidas en Vale,Facturada,28/04/2026 16:01:44,"MANGUERA P/UREA (DEF) DE BOMBA AL INYECTOR KW T680-T880, 3000mm",08/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,22/04/2026  COTIZACION YOANATAN COBOS,4700422327,4742
M50-1016-121113000,1.0000,0.0000,3667969,3667978,112064ARLF,Salidas en Vale,Facturada,07/05/2026 16:50:43,"MANGUERA P/UREA (DEF) DE BOMBA AL INYECTOR KW T680-T880, 3000mm",17/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,06/04/2026  COTIZACION YONATAN COBOS,4700418199,4779
M50-1016-121113000,1.0000,0.0000,3667969,3667978,112064ARLF,Salidas en Vale,Facturada,07/05/2026 16:50:43,"MANGUERA P/UREA (DEF) DE BOMBA AL INYECTOR KW T680-T880, 3000mm",17/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,06/04/2026  COTIZACION YONATAN COBOS,4700418199,4779
MDV002,1.0000,0.0000,3596764,,,Salidas en Vale,Devuelta,20/01/2026 21:43:30,CORE DE ZAPATA 4720 REMANUFACTURADA,06/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,16/01/2026 COTIZACIÓN MARIO RICO - PASA A COBRO 1 CORE DE BATERIA L31LTHCP - PASA A COBRO 1 CORE DE BALATA 4720 - PASA A COBRO 2 CORES DE BALATAS 4515,,4487
MDV002,1.0000,0.0000,3607386,3607414,109758ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,05/02/2026 16:19:49,CORE DE ZAPATA 4720 REMANUFACTURADA,15/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,16/01/2026 COTIZACIÓN MARIO RICO - PASA A COBRO 1 CORE DE BATERIA L31LTHCP - PASA A COBRO 1 CORE DE BALATA 4720 - PASA A COBRO 2 CORES DE BALATAS 4515,,4526
MDV0141,2.0000,0.0000,3661869,3662161,111833ARLF,Salidas en Vale,Facturada,29/04/2026 10:50:35,"AMORTIGUADOR P/SUSPENSION TRASERA DE CABINA KW T680, OP-66201M0R, 08308107I",09/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,01/04/2026 COTIZACIÓN MARIO RICO,4700417762,4753
MDV0308,1.0000,0.0000,3651264,,,Salidas en Vale,Devuelta,14/04/2026 11:06:03,CORE 4709CP,24/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11 y 12/04/2026 COTIZACIÓN MARIO RICO - PASA A COBRO 1 CORE DE ZAPATA 4709CP,1,4697
MDV0308,2.0000,0.0000,3661418,3661483,111799ARLF,Salidas en Vale,Facturada,28/04/2026 15:45:37,CORE 4709CP,08/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,03/04/2026 COTIZACION YONATAN COBOS   PASAN A COBRO 2 4709CP,4700417986,4741
MDV0308,1.0000,0.0000,3661690,3661691,111822ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,28/04/2026 23:19:17,CORE 4709CP,08/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11 y 12/04/2026 COTIZACIÓN MARIO RICO - PASA A COBRO 1 CORE DE ZAPATA 4709CP,4700419291,4751
MDV0455,1.0000,0.0000,3607315,3607330,109751ARLF,Salidas en Vale,Facturada,05/02/2026 15:44:07,(4515CP) - CORE DE ZAPATA 4515 REMANUFACTURADA,15/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,14/01/2026 COTIZACIÓN MARIO RICO - PASA A COBRO 1 CORE DE BALATA 4515,,4525
MDV0455,2.0000,0.0000,3607386,3607414,109758ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,05/02/2026 16:19:49,(4515CP) - CORE DE ZAPATA 4515 REMANUFACTURADA,15/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,16/01/2026 COTIZACIÓN MARIO RICO - PASA A COBRO 1 CORE DE BATERIA L31LTHCP - PASA A COBRO 1 CORE DE BALATA 4720 - PASA A COBRO 2 CORES DE BALATAS 4515,,4526
MDV0455,2.0000,0.0000,3617740,3622240,110343ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,20/02/2026 18:40:42,(4515CP) - CORE DE ZAPATA 4515 REMANUFACTURADA,02/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,"06/02/2026  cotización Yonatan Cobos pasan a cobro 2 cores 4515CP
",,4570
MDV0455,2.0000,0.0000,3617750,3622282,110349ARLF,Salidas en Vale,Parcialmente Devuelta y Parcialmente Facturada,20/02/2026 19:54:00,(4515CP) - CORE DE ZAPATA 4515 REMANUFACTURADA,02/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,10/02/2026  cotización Yonatan Cobos  PASAN A COBRO 2 CORES 4515CP,,4573
MDV0567,1.0000,0.0000,3670843,3671113,112197ARLF,Salidas en Vale,Facturada,12/05/2026 12:46:25,"(L31LTHCP)  CORE DE BATERIA LTH (L31T750, L31T900, AM31T900 Y L31P900)",22/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,21-22/03/2026  cotización Yonatan Cobos pasa a cobro un Core de batería.,4700415889,4798
MDV2078,2.0000,0.0000,3593925,3593961,109225ARLF,Salidas en Vale,Facturada,16/01/2026 12:14:26,CORE DE ZAPATA 4707 REMANUFACTURADA,26/01/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,"16/12/2025 COTIZACIÓN MARIO RICO, PASAN A COBRO 2 CORES DE LA 4707CP",,4475
MDV2078,1.0000,0.0000,3612289,,,Salidas en Vale,Devuelta,13/02/2026 09:50:07,CORE DE ZAPATA 4707 REMANUFACTURADA,23/02/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11/02/2026 COTIZACIÓN YONATAN COBOS - PASA A COBRO CORE DE BALATA 4707CP,,4555
MDV2078,1.0000,0.0000,3617756,3622284,110350ARLF,Salidas en Vale,Facturada,20/02/2026 21:20:25,CORE DE ZAPATA 4707 REMANUFACTURADA,02/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11/02/2026 COTIZACIÓN YONATAN COBOS - PASA A COBRO CORE DE BALATA 4707CP,,4574
MDV2078,4.0000,0.0000,3617759,3622290,110351ARLF,Salidas en Vale,Facturada,20/02/2026 21:41:27,CORE DE ZAPATA 4707 REMANUFACTURADA,02/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,12/02/2026 COTIZACIÓN MARIO RICO - PASAN A COBRO 4 CORES DE ZAPATA 4707CP,,4575
MDV2078,12.0000,0.0000,3617760,3622317,110356ARLF,Salidas en Vale,Facturada,20/02/2026 22:23:37,CORE DE ZAPATA 4707 REMANUFACTURADA,02/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,14-15/02/2026   COTIZACION YONATAN COBOS  PASAN A COBRO 12 CORES 4707CP ,,4576
MDV2078,8.0000,0.0000,3618034,3622335,110360ARLF,Salidas en Vale,Facturada,21/02/2026 12:52:49,CORE DE ZAPATA 4707 REMANUFACTURADA,03/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,16/02/2026  COTIZACION YONATAN COBOS   pasan a cobro 8 cores 4707cp,,4578
MDV2078,4.0000,0.0000,3632433,,,Salidas en Vale,Devuelta,13/03/2026 17:40:23,CORE DE ZAPATA 4707 REMANUFACTURADA,23/03/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11/03/2026 COTIZACIÓN YONATAN COBOS - PASA A COBRO (4) CORES DE ZAPATA 4707CP,,4617
MDV2078,4.0000,0.0000,3641052,,,Salidas en Vale,Devuelta,27/03/2026 13:26:30,CORE DE ZAPATA 4707 REMANUFACTURADA,06/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11/03/2026 COTIZACIÓN YONATAN COBOS - PASA A COBRO (4) CORES DE ZAPATA 4707CP,4700413890,4657
MDV2078,4.0000,0.0000,3641121,3641131,111077ARLF,Salidas en Vale,Facturada,27/03/2026 14:00:01,CORE DE ZAPATA 4707 REMANUFACTURADA,06/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,11/03/2026 COTIZACIÓN YONATAN COBOS - PASA A COBRO (4) CORES DE ZAPATA 4707CP,4700413890,4658
MDV2078,16.0000,0.0000,3641241,,,Salidas en Vale,Devuelta,27/03/2026 15:18:17,CORE DE ZAPATA 4707 REMANUFACTURADA,30/04/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,09/03/2026 cotización Yonatan Cobos pasa a cobro  4 cores de bateria y 16 cores de 4707cp,4700412792,4660
MDV2078,2.0000,0.0000,3644244,,,Salidas en Vale,Devuelta,01/04/2026 11:13:35,CORE DE ZAPATA 4707 REMANUFACTURADA,08/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,31/03/2026 COTIZACIÓN MARIO RICO - PASAN A COBRO 2 CORES DE ZAPATA 4707CP,1,4681
MDV2078,16.0000,0.0000,3663844,,,Salidas en Vale,Devuelta,30/04/2026 18:02:48,CORE DE ZAPATA 4707 REMANUFACTURADA,03/06/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,09/03/2026 cotización Yonatan Cobos pasa a cobro  4 cores de bateria y 16 cores de 4707cp,4700412792,4765
MDV2078,2.0000,0.0000,3667811,,,Salidas en Vale,Devuelta,07/05/2026 15:13:44,CORE DE ZAPATA 4707 REMANUFACTURADA,17/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,31/03/2026 COTIZACIÓN MARIO RICO - PASAN A COBRO 2 CORES DE ZAPATA 4707CP,470417462,4777
MDV2078,2.0000,0.0000,3667836,3667838,112058ARLF,Salidas en Vale,Facturada,07/05/2026 15:27:30,CORE DE ZAPATA 4707 REMANUFACTURADA,17/05/2026 00:00:00,CONSIGNA SAN LUIS POTOSI,31/03/2026 COTIZACIÓN MARIO RICO - PASAN A COBRO 2 CORES DE ZAPATA 4707CP,4700417462,4778
